sample_id,taxon,frequency
S239,Microtendipes sp.,5
S239,Nilothauma sp.,6
S239,Parachironomus gracilior,5
S239,Parachironomus arcuatus,3
S239,Paratanytarsus grimmii,2
S239,Paratanytarsus sp.,8
S239,Paratendipes albimanus,8
S239,Polypedilum pedestre,8
S239,Polypedilum decematoguttatum,5
S239,Polypedilum masudai,12
S239,Polypedilum nubeculosum,9
S239,Polypedilum sp.,7
S239,Stictochironomus sinsauensis,15
S239,Tanytarsus kiseogi,6
S239,Tanytarsus takahashii,7
S239,Tanytarsus tamakutibasi,9
S239,Tanytarsus sp.,12
S239,Potthastia sp.,11
S239,Brillia japonica,6
S239,Cricotopus bimaculatus,11
S239,Eukiefferiella sp.,11
S239,Hydrobaenus kondoi,5
S239,Hydrobaenus sp.,14
S239,Limnophyes tamakitanaides,5
S239,Propsilocerus akamusi,11
S239,Rheocricotopus sp.,9
S239,Ablabesmyia monilis,7
S239,Ablabesmyia prorasha,7
S239,Ablabesmyia sp.,9
S239,Conchapelopia sp.,6
S239,Procladius choreus,11
S239,Procladius sp.,5
S239,Rheopelopia sp.,6
S239,Tanypus punctipennis,1
S239,Saetheria tylus,12
S239,Chironomidae sp.,9
S239,Syrphidae sp.,2
S240,Rhyacodrilus coccineus,10
S240,Chaetogaster limnaei,9
S240,Lamprotus orientalis,5
S240,Helobdella stagnalis,1
S240,Asellus sp.,1
S240,Gammarus sp.,1
S240,Baetis fuscatus,2
S240,Choroterpes altioculus,5
S240,Ephoron shigae,7
S240,Microchironomus tener,5
S240,Parachironomus gracilior,6
S240,Paratendipes albimanus,4
S240,Paratendipes sp.,8
S240,Polypedilum nubifer,6
S240,Tanytarsus kiseogi,6
S240,Tanytarsus sp.,2
S240,Eukiefferiella sp.,8
S240,Rheocricotopus sp.,7
S240,Saetheria tylus,5
S241,Musculium lacustre,5
S241,Limnodrilus claparedeianus,10
S241,Chaetogaster diaphanus,12
S241,Chaetogaster limnaei,5
S241,Opidonais sp.,8
S241,Amphichaeta asiatica,5
S241,Pristina biserrata,9
S241,Pristina longiseta,10
S241,Eisenia koreana,2
S241,Helobdella stagnalis,3
S241,Gammarus sp.,6
S241,Collembola sp.,3
S241,Procloeon maritimum,9
S241,Potamanthus formosus,1
S241,Rhoenanthus coreanus,7
S241,Psychoda sp.,7
S241,Chironomus flaviplumus,6
S241,Cladotanytarsus vanderwulpi,7
S241,Demicryptochironomus sp.,4
S241,Harnischia japonica,3
S241,Harnischia sp.,3
S241,Lipiniella moderata,2
S241,Nilothauma sp.,9
S241,Paratanytarsus sp.,2
S241,Paratendipes sp.,15
S241,Polypedilum sp.,5
S241,Stictochironomus sinsauensis,5
S241,Tanytarsus kiseogi,9
S241,Tanytarsus takahashii,10
S241,Tanytarsus tamagotoi,6
S241,Tanytarsus tamakutibasi,7
S241,Brillia japonica,6
S241,Cricotopus bicinctus,6
S241,Cricotopus bimaculatus,7
S241,Eukiefferiella sp.,10
S241,Limnophyes tamakitanaides,3
S241,Rheocricotopus sp.,9
S241,Ablabesmyia monilis,7
S241,Conchapelopia sp.,9
S241,Procladius sp.,5
S241,Saetheria tylus,11
S241,Cladopelma virescens,7
S242,Corbicula fluminea,12
S242,Musculium lacustre,5
S242,Rhyacodrilus coccineus,9
S242,Limnodrilus claparedeianus,8
S242,Chaetogaster diaphanus,6
S242,Chaetogaster limnaei,8
S242,Opidonais sp.,11
S242,Haemonais waldvogeli,3
S242,Nais communis,5
S242,Pristina biserrata,9
S242,Lumbriculus variegatus,9
S242,Lamprotus orientalis,7
S242,Helobdella stagnalis,5
S242,Gnorimosphaeroma sp.,9
S242,Labiobaetis atrebatinus,4
S242,Choroterpes altioculus,14
S242,Rhoenanthus coreanus,9
S242,Ephoron shigae,6
S242,Serratella setigera,3
S242,Psychoda sp.,5
S242,Benthalia sp.,7
S242,Chironomus circumdatus,5
S242,Chironomus nipponensis,8
S242,Chironomus sp.,6
S242,Cladotanytarsus vanderwulpi,9
S242,Harnischia japonica,4
S242,Harnischia sp.,5
S242,Lipiniella moderata,7
S242,Microchironomus tener,9
S242,Parachironomus gracilior,5
S242,Paratanytarsus sp.,7
S242,Polypedilum pedestre,4
S242,Polypedilum masudai,9
S242,Polypedilum nubeculosum,3
S242,Polypedilum sp.,5
S242,Stictochironomus sinsauensis,7
S242,Stictochironomus sp.,9
S242,Tanytarsus kiseogi,11
S242,Tanytarsus tamagotoi,11
S242,Tanytarsus tamakutibasi,6
S242,Tanytarsus sp.,4
S242,Potthastia sp.,7
S242,Corynoneura sp.,5
S242,Cricotopus bimaculatus,5
S242,Cricotopus sp.,9
S242,Eukiefferiella sp.,5
S242,Orthocladius sp.,13
S242,Propsilocerus akamusi,9
S242,Procladius choreus,12
S242,Rheopelopia sp.,13
S242,Tanypus punctipennis,2
S242,Saetheria tylus,11
S242,Cladopelma virescens,7
S242,Chironomidae sp.,9
S243,Corbicula fluminea,11
S243,Musculium lacustre,7
S243,Branchiura sowerbyi,8
S243,Bothrioneurum vejdoskynum,7
S243,Tubifex tubifex,7
S243,Limnodrilus hoffmeisteri,6
S243,Limnodrilus udekimineanus,10
S243,Chaetogaster limnaei,11
S243,Opidonais sp.,6
S243,Haemonais waldvogeli,10
S243,Nais variabilis,7
S243,Slavina appendiculata,10
S243,Stylaria fossularis,6
S243,Pristina biserrata,10
S243,Pristina longiseta,9
S243,Henlea sp.,11
S243,Mesenchytreanus sp.,5
S243,Lumbriculus variegatus,8
S243,Lamprotus orientalis,15
S243,Eisenia koreana,3
S243,Helobdella stagnalis,10
S243,Erpobdella sp.,5
S243,Cyathura higoensis,6
S243,Asellus sp.,5
S243,Gammarus sp.,13
S243,Jesogammarus sp.,9
S243,Monocorophium sp.,2
S243,Collembola sp.,6
S243,Choroterpes altioculus,7
S243,Rhoenanthus coreanus,12
S243,Ephoron shigae,5
S243,Caenis sp.,11
S243,Psychoda sp.,10
S243,Dixidae sp.,6
S243,Ceratopogonidae sp.,6
S243,Benthalia sp.,9
S243,Chironomus circumdatus,5
S243,Chironomus flaviplumus,7
S243,Chironomus nipponensis,13
S243,Chironomus sp.,6
S243,Cladotanytarsus vanderwulpi,4
S243,Cryptochironomus sp.,9
S243,Demicryptochironomus sp.,11
S243,Dicrotendipes nervosus,3
S243,Dicrotendipes sp.,5
S243,Harnischiagumsanea,9
S243,Lipiniella moderata,7
S243,Microchironomus tener,7
S243,Microchironomus sp.,7
S243,Microtendipes sp.,5
S243,Nilothauma sp.,5
S243,Parachironomus gracilior,11
S243,Parachironomus arcuatus,9
S243,Paratanytarsus grimmii,5
S243,Paratendipes albimanus,6
S243,Polypedilum nubifer,8
S243,Polypedilum masudai,8
S243,Polypedilum cultellatum,9
S243,Stictochironomus sinsauensis,5
S243,Tanytarsus takahashii,6
S243,Tanytarsus tamagotoi,6
S243,Tanytarsus tamakutibasi,8
S243,Tanytarsus formosanus,9
S243,Tanytarsus sp.,8
S243,Potthastia sp.,7
S243,Corynoneura sp.,10
S243,Cricotopus triannulatus,8
S243,Eukiefferiella sp.,11
S243,Orthocladius sp.,5
S243,Paratrichocladius rufiventris,10
S243,Propsilocerus akamusi,10
S243,Ablabesmyia monilis,11
S243,Ablabesmyia prorasha,3
S243,Procladius nigriventris,6
S243,Procladius sp.,13
S243,Tanypus punctipennis,10
S243,Cladopelma edwardsi,9
S243,Cladopelma virescens,11
S244,Musculium lacustre,1
S244,Rhyacodrilus coccineus,9
S244,Tubifex tubifex,2
S244,Limnodrilus claparedeianus,8
S244,Opidonais sp.,3
S244,Pristina longiseta,10
S244,Lumbriculus variegatus,5
S244,Baetis fuscatus,4
S244,Procloeon pennulatum,3
S244,Choroterpes altioculus,6
S244,Potamanthus formosus,7
S244,Ephoron shigae,8
S244,Chironomus circumdatus,3
S244,Demicryptochironomus sp.,6
S244,Harnischia sp.,1
S244,Paratendipes sp.,17
S244,Polypedilum sp.,1
S244,Stictochironomus sinsauensis,6
S244,Tanytarsus kiseogi,10
S244,Tanytarsus takahashii,10
S244,Thienemanniella sp.,6
S244,Cricotopus bimaculatus,6
S244,Eukiefferiella sp.,11
S244,Orthocladius sp.,8
S244,Procladius choreus,3
S244,Chironomidae sp.,4
S245,Anodonta woodiana,1
S245,Rhyacodrilus coccineus,3
S245,Limnodrilus claparedeianus,6
S245,Limnodrilus udekimineanus,3
S245,Chaetogaster limnaei,6
S245,Pristina biserrata,8
S245,Procloeon pennulatum,2
S245,Choroterpes altioculus,5
S245,Potamanthus formosus,8
S245,Rhoenanthus coreanus,7
S245,Chironomus circumdatus,8
S245,Chironomus nipponensis,2
S245,Parachironomus gracilior,5
S245,Tanytarsus tamakutibasi,3
S245,Thienemanniella sp.,3
S245,Cricotopus bimaculatus,8
S245,Ablabesmyia prorasha,3
S245,Saetheria tylus,7
S245,Chironomidae sp.,4
S246,Anodonta woodiana,5
S246,Branchiura sowerbyi,6
S246,Bothrioneurum vejdoskynum,4
S246,Tubifex tubifex,4
S246,Limnodrilus claparedeianus,6
S246,Limnodrilus hoffmeisteri,4
S246,Limnodrilus udekimineanus,4
S246,Chaetogaster diaphanus,3
S246,Chaetogaster limnaei,12
S246,Lumbriculus variegatus,5
S246,Procloeon maritimum,7
S246,Ephoron shigae,9
S246,Ephemera orientalis,10
S246,Demicryptochironomus sp.,7
S246,Microtendipes sp.,4
S246,Nilothauma sp.,3
S246,Paratendipes albimanus,3
S246,Paratendipes sp.,6
S246,Polypedilum asakawaense,2
S246,Polypedilum pedestre,7
S246,Polypedilum nubifer,6
S246,Stictochironomus sinsauensis,10
S246,Tanytarsus tamakutibasi,7
S246,Tanytarsus sp.,3
S246,Potthastia sp.,7
S246,Brillia japonica,1
S246,Cricotopus bicinctus,6
S246,Cricotopus bimaculatus,6
S246,Cricotopus triannulatus,3
S246,Cricotopus sp.,3
S246,Eukiefferiella sp.,8
S246,Hydrobaenus sp.,3
S246,Propsilocerus akamusi,4
S246,Ablabesmyia monilis,3
S246,Ablabesmyia prorasha,11
S246,Conchapelopia sp.,5
S246,Procladius choreus,4
S246,Procladius sp.,4
S246,Saetheria tylus,5
S246,Chironomidae sp.,8
S247,Anodonta woodiana,11
S247,Branchiura sowerbyi,5
S247,Tubifex tubifex,8
S247,Limnodrilus hoffmeisteri,13
S247,Haplotaxis gordioides,13
S247,Opidonais sp.,8
S247,Amphichaeta asiatica,4
S247,Nais variabilis,3
S247,Henlea sp.,6
S247,Mesenchytreanus sp.,4
S247,Lumbriculus variegatus,5
S247,Helobdella stagnalis,7
S247,Erpobdella lineata,6
S247,Cyprididae sp.,1
S247,Gammarus sp.,6
S247,Labiobaetis atrebatinus,9
S247,Procloeon maritimum,3
S247,Choroterpes altioculus,13
S247,Potamanthus formosus,7
S247,Ephemera orientalis,11
S247,Psychoda sp.,8
S247,Dixidae sp.,9
S247,Ceratopogonidae sp.,6
S247,Benthalia sp.,7
S247,Chironomus circumdatus,4
S247,Chironomus flaviplumus,9
S247,Chironomus edwardsi,5
S247,Chironomus sp.,6
S247,Cryptochironomus sp.,8
S247,Demicryptochironomus sp.,7
S247,Dicrotendipes sp.,6
S247,Harnischia japonica,5
S247,Microtendipes sp.,6
S247,Parachironomus gracilior,3
S247,Paratanytarsus sp.,8
S247,Polypedilum pedestre,11
S247,Polypedilum decematoguttatum,9
S247,Polypedilum cultellatum,6
S247,Tanytarsus kiseogi,14
S247,Tanytarsus tamagotoi,6
S247,Tanytarsus sp.,6
S247,Potthastia sp.,5
S247,Cricotopus bimaculatus,14
S247,Cricotopus triannulatus,8
S247,Cricotopus sp.,6
S247,Eukiefferiella sp.,8
S247,Hydrobaenus kondoi,10
S247,Hydrobaenus sp.,4
S247,Paratrichocladius rufiventris,4
S247,Rheocricotopus sp.,7
S247,Ablabesmyia prorasha,4
S247,Conchapelopia sp.,14
S247,Procladius choreus,12
S247,Procladius sp.,11
S247,Saetheria tylus,10
S247,Cladopelma edwardsi,4
S247,Cladopelma virescens,11
S247,Chironomidae sp.,12
S248,Anodonta woodiana,15
S248,Corbicula fluminea,6
S248,Musculium lacustre,7
S248,Hediste sp.,10
S248,Branchiura sowerbyi,13
S248,Bothrioneurum vejdoskynum,10
S248,Limnodrilus claparedeianus,15
S248,Limnodrilus hoffmeisteri,13
S248,Haplotaxis gordioides,4
S248,Chaetogaster diaphanus,9
S248,Chaetogaster limnaei,10
S248,Branchiodrilus hortensis,8
S248,Opidonais sp.,9
S248,Haemonais waldvogeli,12
S248,Nais variabilis,12
S248,Slavina appendiculata,7
S248,Stylaria fossularis,9
S248,Pristina biserrata,9
S248,Lamprotus orientalis,12
S248,Helobdella stagnalis,5
S248,Erpobdella lineata,3
S248,Erpobdella sp.,8
S248,Cyprididae sp.,14
S248,Cyathura higoensis,11
S248,Gammarus sp.,5
S248,Jesogammarus sp.,5
S248,Monocorophium sp.,7
S248,Baetis fuscatus,10
S248,Cloeon dipterum,4
S248,Labiobaetis atrebatinus,2
S248,Choroterpes altioculus,5
S248,Potamanthus formosus,8
S248,Rhoenanthus coreanus,5
S248,Ephoron shigae,8
S248,Ephemera orientalis,8
S248,Dixidae sp.,11
S248,Ceratopogonidae sp.,11
S248,Benthalia sp.,13
S248,Chironomus circumdatus,7
S248,Cladotanytarsus vanderwulpi,10
S248,Cryptochironomus sp.,8
S248,Demicryptochironomus sp.,9
S248,Dicrotendipes nervosus,8
S248,Dicrotendipes septemmaculatus,9
S248,Dicrotendipes sp.,5
S248,Glyptotendipes tokunagai,8
S248,Harnischia japonica,9
S248,Harnischiagumsanea,8
S248,Harnischia sp.,12
S248,Lipiniella moderata,9
S248,Microchironomus tener,9
S248,Microchironomus sp.,7
S248,Microtendipes sp.,6
S248,Nilothauma sp.,7
S248,Parachironomus gracilior,7
S248,Parachironomus arcuatus,8
S248,Paratanytarsus grimmii,9
S248,Paratanytarsus sp.,10
S248,Paratendipes albimanus,4
S248,Paratendipes sp.,12
S248,Polypedilum asakawaense,12
S248,Polypedilum pedestre,2
S248,Polypedilum nubifer,12
S248,Polypedilum decematoguttatum,10
S248,Polypedilum masudai,4
S248,Polypedilum nubeculosum,7
S248,Stictochironomus sinsauensis,15
S248,Stictochironomus sp.,13
S248,Tanytarsus takahashii,13
S248,Tanytarsus tamakutibasi,14
S248,Tanytarsus sp.,11
S248,Thienemanniella sp.,11
S248,Brillia japonica,9
S248,Corynoneura sp.,5
S248,Cricotopus bicinctus,11
S248,Cricotopus sylvestris,7
S248,Cricotopus triannulatus,9
S248,Cricotopus sp.,7
S248,Eukiefferiella sp.,10
S248,Hydrobaenus kondoi,10
S248,Hydrobaenus sp.,6
S248,Limnophyes tamakitanaides,8
S248,Paratrichocladius rufiventris,4
S248,Propsilocerus akamusi,5
S248,Rheocricotopus sp.,8
S248,Ablabesmyia prorasha,4
S248,Conchapelopia sp.,9
S248,Hayesomyia tripunctata,11
S248,Procladius nigriventris,8
S248,Rheopelopia sp.,6
S248,Tanypus punctipennis,10
S248,Saetheria tylus,4
S248,Cladopelma edwardsi,10
S248,Chironomidae sp.,7
S248,Syrphidae sp.,13
S249,Branchiura sowerbyi,2
S249,Bothrioneurum vejdoskynum,10
S249,Rhyacodrilus coccineus,9
S249,Limnodrilus claparedeianus,8
S249,Haplotaxis gordioides,7
S249,Chaetogaster diaphanus,10
S249,Amphichaeta asiatica,6
S249,Haemonais waldvogeli,4
S249,Nais variabilis,5
S249,Stylaria fossularis,12
S249,Mesenchytreanus sp.,4
S249,Lumbriculus variegatus,7
S249,Eisenia koreana,4
S249,Helobdella stagnalis,2
S249,Erpobdella lineata,7
S249,Cyprididae sp.,4
S249,Asellus sp.,1
S249,Collembola sp.,12
S249,Baetis fuscatus,9
S249,Labiobaetis atrebatinus,9
S249,Procloeon maritimum,10
S249,Procloeon pennulatum,8
S249,Choroterpes altioculus,10
S249,Rhoenanthus coreanus,7
S249,Ephoron shigae,14
S249,Ephemera orientalis,8
S249,Serratella setigera,4
S249,Caenis sp.,10
S249,Ceratopogonidae sp.,7
S249,Benthalia sp.,6
S249,Chironomus nipponensis,8
S249,Chironomus edwardsi,2
S249,Cryptochironomus sp.,9
S249,Demicryptochironomus sp.,4
S249,Dicrotendipes nervosus,14
S249,Dicrotendipes pelochloris,3
S249,Dicrotendipes sp.,3
S249,Glyptotendipes tokunagai,5
S249,Harnischia japonica,14
S249,Harnischia sp.,5
S249,Parachironomus gracilior,10
S249,Parachironomus arcuatus,2
S249,Paratanytarsus inopertus,6
S249,Paratanytarsus sp.,4
S249,Paratendipes albimanus,14
S249,Paratendipes sp.,6
S249,Polypedilum decematoguttatum,5
S249,Polypedilum cultellatum,7
S249,Polypedilum nubeculosum,4
S249,Stictochironomus sinsauensis,8
S249,Stictochironomus sp.,3
S249,Tanytarsus tamakutibasi,7
S249,Tanytarsus sp.,6
S249,Brillia japonica,7
S249,Cricotopus bimaculatus,6
S249,Cricotopus sylvestris,9
S249,Cricotopus triannulatus,13
S249,Hydrobaenus sp.,5
S249,Orthocladius glabripennis,7
S249,Propsilocerus akamusi,6
S249,Rheocricotopus sp.,7
S249,Ablabesmyia prorasha,6
S249,Ablabesmyia sp.,5
S249,Conchapelopia sp.,7
S249,Procladius choreus,2
S249,Procladius nigriventris,1
S249,Saetheria tylus,3
S249,Cladopelma edwardsi,6
S249,Cladopelma virescens,4
S249,Chironomidae sp.,7
S249,Ecnomus sp.,1
S250,Corbicula fluminea,8
S250,Limnodrilus claparedeianus,13
S250,Chaetogaster limnaei,11
S250,Opidonais sp.,6
S250,Stylaria fossularis,4
S250,Pristina biserrata,8
S250,Pristina longiseta,12
S250,Henlea sp.,1
S250,Lamprotus orientalis,4
S250,Erpobdella lineata,7
S250,Collembola sp.,4
S250,Chironomus nipponensis,4
S250,Demicryptochironomus sp.,6
S250,Microchironomus tener,3
S250,Nilothauma sp.,2
S250,Parachironomus gracilior,7
S250,Polypedilum pedestre,7
S250,Tanytarsus tamagotoi,6
S250,Tanytarsus tamakutibasi,7
S250,Tanytarsus sp.,2
S250,Thienemanniella sp.,4
S250,Cricotopus bimaculatus,8
S250,Ablabesmyia prorasha,7
S250,Ablabesmyia sp.,8
S250,Saetheria tylus,12
S250,Cladopelma virescens,4
S251,Musculium lacustre,4
S251,Branchiura sowerbyi,2
S251,Bothrioneurum vejdoskynum,6
S251,Tubifex tubifex,3
S251,Limnodrilus claparedeianus,3
S251,Opidonais sp.,9
S251,Amphichaeta asiatica,6
S251,Henlea sp.,2
S251,Lamprotus orientalis,7
S251,Helobdella stagnalis,7
S251,Erpobdella lineata,2
S251,Gnorimosphaeroma sp.,3
S251,Baetis fuscatus,7
S251,Labiobaetis atrebatinus,5
S251,Procloeon pennulatum,6
S251,Choroterpes altioculus,8
S251,Rhoenanthus coreanus,8
S251,Ephoron shigae,10
S251,Psychoda sp.,7
S251,Dixidae sp.,8
S251,Benthalia sp.,8
S251,Chironomus circumdatus,16
S251,Chironomus flaviplumus,2
S251,Microchironomus tener,8
S251,Microtendipes sp.,2
S251,Nilothauma sp.,6
S251,Parachironomus gracilior,5
S251,Polypedilum pedestre,7
S251,Polypedilum masudai,4
S251,Polypedilum cultellatum,2
S251,Polypedilum nubeculosum,2
S251,Tanytarsus kiseogi,4
S251,Tanytarsus tamakutibasi,6
S251,Thienemanniella sp.,5
S251,Brillia japonica,5
S251,Cricotopus bimaculatus,6
S251,Eukiefferiella sp.,5
S251,Hydrobaenus sp.,8
S251,Orthocladius glabripennis,2
S251,Orthocladius sp.,10
S251,Propsilocerus akamusi,4
S251,Rheocricotopus sp.,12
S251,Procladius choreus,3
S251,Rheopelopia sp.,8
S251,Saetheria tylus,12
S251,Cladopelma virescens,2
S252,Corbicula fluminea,8
S252,Musculium lacustre,8
S252,Hediste sp.,4
S252,Branchiura sowerbyi,4
S252,Bothrioneurum vejdoskynum,8
S252,Tubifex tubifex,6
S252,Haplotaxis gordioides,7
S252,Chaetogaster diaphanus,7
S252,Chaetogaster limnaei,11
S252,Branchiodrilus hortensis,8
S252,Opidonais sp.,10
S252,Nais variabilis,3
S252,Pristina biserrata,4
S252,Henlea sp.,5
S252,Lumbriculus variegatus,12
S252,Erpobdella lineata,5
S252,Gnorimosphaeroma sp.,2
S252,Cyathura higoensis,4
S252,Cloeon dipterum,3
S252,Labiobaetis atrebatinus,7
S252,Procloeon maritimum,10
S252,Choroterpes altioculus,7
S252,Rhoenanthus coreanus,9
S252,Ephoron shigae,7
S252,Caenis sp.,7
S252,Benthalia sp.,6
S252,Chironomus circumdatus,7
S252,Cryptochironomus sp.,11
S252,Demicryptochironomus sp.,6
S252,Dicrotendipes nervosus,6
S252,Lipiniella moderata,12
S252,Microtendipes sp.,10
S252,Nilothauma sp.,5
S252,Parachironomus gracilior,11
S252,Paratanytarsus sp.,5
S252,Paratendipes albimanus,9
S252,Paratendipes sp.,11
S252,Polypedilum pedestre,10
S252,Polypedilum decematoguttatum,3
S252,Polypedilum sp.,4
S252,Stictochironomus sinsauensis,3
S252,Tanytarsus takahashii,4
S252,Tanytarsus tamakutibasi,7
S252,Tanytarsus sp.,8
S252,Corynoneura sp.,8
S252,Cricotopus bimaculatus,11
S252,Eukiefferiella sp.,15
S252,Limnophyes tamakitanaides,1
S252,Paratrichocladius rufiventris,6
S252,Propsilocerus akamusi,8
S252,Rheocricotopus sp.,7
S252,Conchapelopia sp.,4
S252,Procladius choreus,7
S252,Cladopelma edwardsi,1
S252,Syrphidae sp.,3
S253,Anodonta woodiana,6
S253,Corbicula fluminea,10
S253,Musculium lacustre,3
S253,Branchiura sowerbyi,5
S253,Rhyacodrilus coccineus,3
S253,Tubifex tubifex,3
S253,Limnodrilus claparedeianus,7
S253,Haplotaxis gordioides,10
S253,Chaetogaster diaphanus,7
S253,Amphichaeta asiatica,6
S253,Stylaria fossularis,11
S253,Pristina biserrata,6
S253,Pristina longiseta,15
S253,Gnorimosphaeroma sp.,8
S253,Collembola sp.,10
S253,Procloeon maritimum,9
S253,Procloeon pennulatum,9
S253,Choroterpes altioculus,6
S253,Potamanthus formosus,7
S253,Rhoenanthus coreanus,4
S253,Ephoron shigae,12
S253,Caenis sp.,6
S253,Psychoda sp.,10
S253,Benthalia sp.,6
S253,Cryptochironomus sp.,7
S253,Demicryptochironomus sp.,8
S253,Harnischia japonica,5
S253,Paratanytarsus inopertus,3
S253,Paratendipes sp.,5
S253,Polypedilum nubifer,6
S253,Polypedilum decematoguttatum,10
S253,Polypedilum masudai,9
S253,Stictochironomus sinsauensis,8
S253,Tanytarsus kiseogi,8
S253,Tanytarsus formosanus,4
S253,Tanytarsus sp.,8
S253,Thienemanniella sp.,6
S253,Cricotopus bimaculatus,9
S253,Cricotopus sylvestris,8
S253,Cricotopus sp.,5
S253,Eukiefferiella sp.,11
S253,Hydrobaenus sp.,6
S253,Orthocladius glabripennis,3
S253,Paratrichocladius rufiventris,6
S253,Propsilocerus akamusi,3
S253,Rheocricotopus sp.,6
S253,Ablabesmyia longistyla,2
S253,Rheopelopia sp.,3
S253,Saetheria tylus,9
S253,Cladopelma virescens,8
S254,Anodonta woodiana,6
S254,Musculium lacustre,8
S254,Hediste sp.,8
S254,Branchiura sowerbyi,8
S254,Bothrioneurum vejdoskynum,7
S254,Rhyacodrilus coccineus,5
S254,Tubifex tubifex,8
S254,Limnodrilus claparedeianus,9
S254,Limnodrilus hoffmeisteri,9
S254,Chaetogaster limnaei,11
S254,Amphichaeta asiatica,12
S254,Haemonais waldvogeli,11
S254,Slavina appendiculata,5
S254,Stylaria fossularis,7
S254,Pristina longiseta,17
S254,Henlea sp.,10
S254,Mesenchytreanus sp.,9
S254,Lamprotus orientalis,9
S254,Eisenia koreana,4
S254,Helobdella stagnalis,4
S254,Erpobdella lineata,5
S254,Asellus sp.,12
S254,Gammarus sp.,5
S254,Jesogammarus sp.,4
S254,Monocorophium sp.,3
S254,Collembola sp.,11
S254,Baetis fuscatus,7
S254,Labiobaetis atrebatinus,14
S254,Procloeon maritimum,13
S254,Choroterpes altioculus,12
S254,Rhoenanthus coreanus,15
S254,Ephoron shigae,14
S254,Ephemera orientalis,6
S254,Ceratopogonidae sp.,12
S254,Benthalia sp.,5
S254,Chironomus circumdatus,5
S254,Chironomus nipponensis,10
S254,Chironomus sp.,7
S254,Cladotanytarsus vanderwulpi,11
S254,Cryptochironomus sp.,6
S254,Demicryptochironomus sp.,9
S254,Dicrotendipes nervosus,7
S254,Dicrotendipes sp.,8
S254,Glyptotendipes tokunagai,7
S254,Harnischiagumsanea,9
S254,Harnischia sp.,10
S254,Lipiniella moderata,10
S254,Microchironomus tener,12
S254,Microtendipes sp.,6
S254,Nilothauma sp.,7
S254,Paratanytarsus inopertus,5
S254,Paratanytarsus sp.,9
S254,Paratendipes albimanus,7
S254,Polypedilum nubifer,4
S254,Polypedilum decematoguttatum,7
S254,Polypedilum masudai,9
S254,Polypedilum nubeculosum,4
S254,Polypedilum sp.,7
S254,Stictochironomus sinsauensis,4
S254,Tanytarsus takahashii,4
S254,Tanytarsus tamagotoi,14
S254,Tanytarsus tamakutibasi,5
S254,Corynoneura sp.,7
S254,Cricotopus bimaculatus,9
S254,Cricotopus sylvestris,5
S254,Cricotopus sp.,10
S254,Hydrobaenus kondoi,9
S254,Limnophyes tamakitanaides,2
S254,Orthocladius glabripennis,10
S254,Orthocladius sp.,10
S254,Paratrichocladius rufiventris,14
S254,Propsilocerus akamusi,10
S254,Ablabesmyia prorasha,6
S254,Ablabesmyia sp.,7
S254,Conchapelopia sp.,6
S254,Hayesomyia tripunctata,5
S254,Procladius choreus,12
S254,Rheopelopia sp.,7
S254,Saetheria tylus,9
S254,Cladopelma edwardsi,10
S254,Cladopelma virescens,13
S254,Chironomidae sp.,4
S254,Syrphidae sp.,8
S254,Ecnomus sp.,3
S255,Corbicula fluminea,2
S255,Procloeon maritimum,7
S255,Rhoenanthus coreanus,2
S255,Ephoron shigae,5
S255,Cryptochironomus sp.,4
S255,Paratendipes albimanus,4
S255,Polypedilum pedestre,5
S255,Polypedilum nubeculosum,1
S255,Thienemanniella sp.,4
S255,Ablabesmyia sp.,2
S255,Conchapelopia sp.,1
S256,Anodonta woodiana,3
S256,Rhyacodrilus coccineus,8
S256,Limnodrilus claparedeianus,12
S256,Limnodrilus hoffmeisteri,5
S256,Chaetogaster diaphanus,7
S256,Opidonais sp.,6
S256,Pristina biserrata,12
S256,Pristina longiseta,5
S256,Lamprotus orientalis,2
S256,Choroterpes altioculus,7
S256,Rhoenanthus coreanus,10
S256,Ephoron shigae,7
S256,Ephemera orientalis,7
S256,Benthalia sp.,5
S256,Chironomus circumdatus,6
S256,Demicryptochironomus sp.,6
S256,Microtendipes sp.,2
S256,Parachironomus gracilior,5
S256,Paratendipes albimanus,4
S256,Paratendipes sp.,5
S256,Polypedilum nubifer,11
S256,Polypedilum decematoguttatum,6
S256,Tanytarsus takahashii,2
S256,Cricotopus bimaculatus,10
S256,Cricotopus triannulatus,4
S256,Hydrobaenus sp.,7
S256,Rheocricotopus sp.,9
S256,Ablabesmyia prorasha,3
S256,Procladius nigriventris,1
S256,Saetheria tylus,9
S256,Chironomidae sp.,6
S256,Ecnomus sp.,4
S257,Corbicula fluminea,6
S257,Rhyacodrilus coccineus,6
S257,Limnodrilus claparedeianus,10
S257,Opidonais sp.,8
S257,Stylaria fossularis,1
S257,Pristina biserrata,7
S257,Mesenchytreanus sp.,1
S257,Eisenia koreana,1
S257,Erpobdella lineata,1
S257,Procloeon maritimum,12
S257,Choroterpes altioculus,9
S257,Potamanthus formosus,10
S257,Rhoenanthus coreanus,7
S257,Ephoron shigae,5
S257,Ephemera orientalis,5
S257,Chironomus circumdatus,12
S257,Chironomus flaviplumus,3
S257,Chironomus edwardsi,1
S257,Demicryptochironomus sp.,7
S257,Paratendipes sp.,10
