sample_id,Ablabesmyia longistyla,Ablabesmyia monilis,Ablabesmyia prorasha,Ablabesmyia sp.,Amphichaeta asiatica,Anodonta woodiana,Asellus sp.,Baetis fuscatus,Benthalia sp.,Bothrioneurum vejdoskynum,Branchiodrilus hortensis,Branchiura sowerbyi,Brillia japonica,Caenis sp.,Ceratopogonidae sp.,Chaetogaster diaphanus,Chaetogaster limnaei,Chironomidae sp.,Chironomus circumdatus,Chironomus edwardsi,Chironomus flaviplumus,Chironomus kiiensis,Chironomus nipponensis,Chironomus sp.,Choroterpes altioculus,Cladopelma edwardsi,Cladopelma virescens,Cladotanytarsus vanderwulpi,Cloeon dipterum,Collembola sp.,Conchapelopia sp.,Corbicula fluminea,Corynoneura sp.,Cricotopus bicinctus,Cricotopus bimaculatus,Cricotopus sp.,Cricotopus sylvestris,Cricotopus triannulatus,Cryptochironomus sp.,Cyathura higoensis,Cyprididae sp.,Demicryptochironomus sp.,Dicrotendipes nervosus,Dicrotendipes pelochloris,Dicrotendipes septemmaculatus,Dicrotendipes sp.,Dixidae sp.,Ecnomus sp.,Eisenia koreana,Ephemera orientalis,Ephoron shigae,Ephydridae sp.,Erpobdella lineata,Erpobdella sp.,Eukiefferiella sp.,Gammarus sp.,Glyptotendipes tokunagai,Gnorimosphaeroma sp.,Haemonais waldvogeli,Haplotaxis gordioides,Harnischia japonica,Harnischia sp.,Harnischiagumsanea,Hayesomyia tripunctata,Hediste sp.,Helobdella stagnalis,Henlea sp.,Hydrobaenus kondoi,Hydrobaenus sp.,Jesogammarus sp.,Labiobaetis atrebatinus,Lamprotus orientalis,Limnodrilus claparedeianus,Limnodrilus hoffmeisteri,Limnodrilus udekimineanus,Limnophyes tamakitanaides,Lipiniella moderata,Lumbriculus variegatus,Mesenchytreanus sp.,Microchironomus sp.,Microchironomus tener,Microtendipes sp.,Monocorophium sp.,Musculium lacustre,Nais communis,Nais variabilis,Nilothauma sp.,Opidonais sp.,Orthocladius glabripennis,Orthocladius sp.,Parachironomus arcuatus,Parachironomus gracilior,Paratanytarsus grimmii,Paratanytarsus inopertus,Paratanytarsus sp.,Paratendipes albimanus,Paratendipes sp.,Paratrichocladius rufiventris,Polypedilum asakawaense,Polypedilum cultellatum,Polypedilum decematoguttatum,Polypedilum masudai,Polypedilum nubeculosum,Polypedilum nubifer,Polypedilum pedestre,Polypedilum sp.,Potamanthus formosus,Potthastia sp.,Pristina biserrata,Pristina longiseta,Procladius choreus,Procladius nigriventris,Procladius sp.,Procloeon maritimum,Procloeon pennulatum,Propsilocerus akamusi,Psychoda sp.,Rheocricotopus sp.,Rheopelopia sp.,Rhoenanthus coreanus,Rhyacodrilus coccineus,Saetheria tylus,Serratella setigera,Slavina appendiculata,Stictochironomus sinsauensis,Stictochironomus sp.,Stylaria fossularis,Syrphidae sp.,Tanypus punctipennis,Tanytarsus formosanus,Tanytarsus kiseogi,Tanytarsus sp.,Tanytarsus takahashii,Tanytarsus tamagotoi,Tanytarsus tamakutibasi,Thienemanniella sp.,Tubifex tubifex
S130,0,0,0,3,0,0,5,7,6,0,0,7,0,0,8,0,5,7,0,0,0,0,5,10,0,7,0,8,10,0,5,0,9,6,0,5,0,10,5,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,10,0,0,6,8,0,4,7,0,0,9,5,11,0,0,5,10,12,7,2,10,11,12,0,3,8,7,0,0,0,2,7,9,0,0,3,0,8,0,3,9,6,0,0,8,0,5,13,0,11,0,10,0,8,14,0,0,0,0,6,0,0,0,0,14,0,7,0,0,12,0,0,0,0,0,6,0,5,0,5,10,9
S131,2,0,4,15,7,0,10,0,9,10,0,6,0,14,8,0,0,10,0,6,10,0,0,0,0,0,0,8,11,10,5,13,0,0,0,0,10,9,5,0,0,11,13,0,10,0,0,0,10,11,6,0,0,1,14,10,8,8,9,9,0,0,2,0,9,0,5,0,5,0,9,8,8,15,0,5,8,0,10,0,10,4,0,5,0,6,0,3,0,0,10,10,0,0,9,8,10,5,7,8,7,11,5,7,9,0,0,12,8,8,13,0,0,0,0,9,0,0,0,6,10,0,0,6,11,6,0,0,0,0,8,14,0,0,10,5,14
S132,6,9,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,10,8,0,7,0,8,11,4,4,0,0,0,0,11,12,0,12,0,7,0,3,8,5,0,6,6,0,0,6,0,0,0,10,8,0,0,0,11,6,5,12,0,0,0,0,0,0,0,7,7,8,0,0,0,11,11,8,0,6,0,0,0,7,5,9,0,7,9,9,4,0,0,8,0,13,0,0,8,8,10,0,0,6,2,11,8,10,0,7,0,12,0,6,8,0,0,9,0,15,0,17,9,4,0,10,4,0,9,0,0,0,0,0,0,10,0,0,0,0,10
S133,0,0,6,0,0,0,0,0,0,6,0,3,0,0,0,0,0,8,0,0,0,0,0,0,15,0,0,0,4,0,0,0,10,0,8,0,0,7,8,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,6,9,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,7,5,1,8,0,0,4,11,8,0,0,0,0,7,0,0,0,4,0,0,4,0,8,5,0,6,3,0,3,5,0,1,0,0,8,4,0,6,0,0,0
S134,0,2,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,2,0,7,0,14,0,0,1,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0
S135,0,8,14,8,0,11,8,0,14,8,4,0,8,13,0,0,8,10,0,10,6,0,0,8,14,2,8,16,0,10,0,5,0,8,10,2,0,11,10,0,10,10,6,0,0,9,0,6,8,0,13,0,7,0,10,0,6,12,6,0,0,0,0,3,0,0,0,0,0,0,11,5,0,6,0,0,8,0,0,0,4,0,0,0,4,9,2,0,5,6,12,13,9,10,0,5,8,8,5,11,9,5,9,8,8,4,0,0,0,6,0,3,9,12,9,12,9,8,0,9,8,8,14,15,0,6,12,12,6,0,0,11,13,0,9,0,8
S136,0,9,6,7,5,8,0,0,6,13,0,10,0,0,0,0,0,10,18,7,7,0,6,0,13,11,7,0,11,0,8,0,0,0,6,0,0,0,14,0,0,9,3,3,0,8,0,0,12,9,10,0,0,0,8,9,10,9,12,15,14,0,0,0,9,0,5,7,0,0,11,5,0,0,9,9,11,10,7,2,5,0,0,9,0,13,5,9,0,0,5,12,0,8,0,0,9,0,6,9,0,0,0,0,8,7,6,0,7,14,14,0,6,9,0,7,7,10,0,17,8,8,10,11,9,6,6,7,2,0,10,16,11,7,5,0,5
S137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,10,0,10,0,3,0,0,0,3,0,7,0,6,0,9,11,6,5,0,10,0,5,0,0,0,14,0,0,0,0,7,0,4,0,8,0,0,0,8,5,5,6,4,3,0,0,0,0,0,0,0,0,0,0,0,12,6,5,0,0,0,0,0,0,0,3,0,4,0,2,5,7,0,9,0,0,0,0,2,11,12,0,0,0,6,0,0,9,0,0,6,5,0,0,0,0,0,10,3,0,0,0,8,0,5,7,0,0,0,4,7,0,0,0,0,0,0,0,7,6,0
S138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
S139,0,0,0,0,0,9,0,0,3,0,0,3,0,0,7,0,0,4,16,0,9,3,6,0,9,2,14,9,5,6,0,0,15,0,5,0,0,7,10,0,0,8,9,0,0,0,0,4,3,13,3,0,0,0,11,0,0,0,0,7,4,0,0,0,1,0,6,0,9,0,0,5,5,7,0,5,0,0,0,0,8,0,0,5,0,0,0,10,0,0,0,12,5,0,0,0,0,8,0,0,0,3,0,5,6,0,12,3,7,10,9,1,0,5,0,0,7,0,0,0,0,15,6,0,10,8,9,0,0,0,6,0,7,9,0,5,0
S140,0,5,0,5,4,0,0,0,1,8,0,0,0,11,6,12,9,7,0,0,0,0,0,0,0,0,7,6,0,0,0,6,0,5,14,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,6,14,9,0,0,0,0,1,0,4,0,0,4,11,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,8,0,4,0,0,4,0,10,0,3,0,3,0,0,0,15,0,7,0,0,8,7,0,0,12,4,0,6,6,0,8,0,7,0,0,0,11,0,0,0,0,10,7,9,9,9,14,7
S141,3,5,0,8,7,0,0,0,10,9,0,9,15,0,0,15,0,14,11,0,6,0,9,0,12,0,7,10,5,0,9,9,0,6,0,10,0,6,8,0,0,10,8,0,0,0,8,0,0,0,7,0,13,0,0,0,7,0,0,0,9,7,0,0,0,10,0,5,6,0,0,9,10,9,0,0,0,11,0,0,0,8,0,9,0,0,0,0,0,13,0,0,0,0,10,7,8,4,0,0,0,13,0,9,8,5,7,0,0,10,3,0,0,7,8,0,0,10,11,9,6,8,0,0,0,4,8,2,0,0,6,0,0,0,9,9,7
S142,8,11,10,0,0,0,0,6,0,10,0,8,8,0,10,8,0,0,14,0,9,4,12,12,0,8,8,10,0,10,7,7,8,5,11,6,0,6,0,0,8,8,8,0,0,8,7,0,5,9,0,3,0,2,10,6,0,0,9,7,0,0,0,0,0,12,12,0,11,0,0,13,5,8,5,4,9,8,0,6,6,0,0,0,7,11,0,0,0,10,4,9,0,0,4,7,0,9,0,0,0,9,9,0,9,12,5,0,6,0,9,0,10,4,9,0,9,9,7,6,12,10,0,2,0,0,14,5,0,0,0,0,7,11,9,8,0
S143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,6,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0
S144,0,8,6,7,8,10,0,10,11,0,5,0,8,0,0,0,0,7,0,6,6,5,0,4,8,10,6,0,5,0,6,9,6,0,12,0,9,4,0,5,0,6,0,0,3,9,0,6,7,0,9,4,7,0,8,9,0,9,9,6,8,6,6,0,9,0,11,8,9,0,0,4,0,7,0,0,0,3,6,0,0,6,4,0,3,9,4,14,0,0,6,6,0,6,11,5,0,5,2,0,11,0,0,0,0,8,0,0,6,14,5,0,0,9,10,7,5,0,0,0,0,0,0,15,0,0,11,7,0,0,8,0,10,11,10,12,0
S145,0,11,0,0,7,6,0,0,6,0,0,0,0,5,0,0,11,10,10,0,0,0,0,0,10,0,4,11,0,0,0,0,0,0,4,0,0,6,9,0,0,10,3,0,0,0,5,0,10,5,5,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,7,0,0,0,0,0,6,0,0,5,0,0,6,0,0,7,7,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,11,7,13,0,0,0,0,0,0,0,6,9,14,6,8,9,0,0,10,0,3,1,0,0,12,5,0,8,3,8,0
S146,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S147,0,7,9,4,10,0,0,7,0,6,0,8,5,6,8,6,0,4,8,0,2,0,11,0,8,0,7,0,0,0,0,3,0,0,0,4,0,3,0,0,1,7,0,0,0,0,10,0,0,8,6,1,0,0,0,0,0,11,6,0,3,0,0,1,3,4,0,7,6,0,0,7,0,0,0,0,0,0,0,0,2,13,0,10,0,2,0,8,0,0,0,0,0,2,7,9,0,0,0,0,0,0,4,9,6,0,12,0,9,9,0,0,0,0,0,11,7,0,0,0,6,0,0,2,0,5,7,0,0,0,0,0,3,8,8,12,0
S148,11,0,14,0,11,0,0,6,14,0,9,0,12,9,6,8,14,0,0,11,7,9,0,8,0,13,7,8,11,0,0,9,7,0,0,10,8,10,8,0,0,7,0,6,0,8,8,7,10,12,0,6,7,0,8,8,10,0,8,0,5,0,12,10,7,0,9,0,11,0,0,0,4,12,9,8,12,12,7,6,9,6,12,3,0,0,0,11,5,0,14,10,9,8,0,8,6,9,0,7,4,9,6,11,0,9,0,10,5,0,12,0,0,12,8,8,10,12,12,8,10,0,9,0,0,0,7,4,0,8,0,7,10,0,7,8,7
S149,0,4,11,0,9,4,0,8,0,8,0,0,8,0,0,10,7,6,0,0,7,0,6,0,7,0,10,0,0,9,6,0,10,9,0,10,0,7,13,0,0,0,0,0,0,0,0,0,8,9,11,0,5,0,10,0,4,2,4,7,5,7,0,0,0,0,5,0,0,0,7,7,0,0,2,7,7,7,5,0,8,7,0,0,0,10,0,0,0,0,3,0,3,0,0,7,0,5,3,7,0,8,7,12,0,0,0,0,13,5,7,0,0,0,7,0,0,9,5,3,0,9,0,0,8,0,0,0,0,0,8,8,12,12,7,0,0
S150,5,3,0,9,5,13,0,8,0,9,0,9,0,14,0,8,0,3,0,0,10,1,10,0,12,0,0,10,0,0,12,2,0,6,0,11,0,9,0,0,5,5,0,0,6,0,0,0,0,0,11,0,4,0,0,8,9,0,6,0,0,0,0,0,3,12,0,0,0,0,0,7,10,7,0,0,0,0,7,3,7,5,0,5,0,0,12,4,7,6,0,7,0,0,11,7,10,0,6,0,7,8,6,10,12,0,0,4,8,0,6,0,0,0,0,7,0,11,9,14,0,0,0,0,10,10,7,0,0,0,7,9,12,8,0,10,8
S151,0,0,4,0,7,0,6,12,0,4,0,3,0,11,9,0,6,0,5,0,8,0,4,0,0,0,0,10,9,5,0,10,9,5,11,7,0,0,7,0,5,5,0,1,0,0,6,3,0,0,0,0,0,3,8,0,0,0,5,9,8,0,0,0,0,0,9,5,10,0,10,12,12,0,0,0,0,7,0,0,0,0,0,7,0,0,9,12,0,16,0,9,0,0,4,4,0,0,3,0,0,9,2,6,0,0,0,6,11,0,0,0,0,11,8,0,10,9,0,8,7,0,6,4,8,2,0,0,0,0,0,11,8,10,5,9,4
S152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S153,0,8,7,0,9,0,6,12,10,0,13,0,0,0,10,8,10,0,0,0,9,5,12,9,12,0,9,11,10,13,6,10,5,6,8,0,7,9,0,0,12,0,0,0,0,0,7,6,2,0,10,0,12,0,0,0,10,11,8,9,0,6,9,0,10,10,0,6,11,3,0,0,0,12,0,8,7,10,7,6,0,0,4,14,8,2,10,0,7,8,0,0,0,8,0,0,9,8,7,2,5,7,14,0,7,10,6,11,13,6,11,1,0,0,9,5,0,7,0,0,0,10,9,0,7,6,11,0,0,0,7,0,5,0,8,0,0
S154,0,0,10,7,6,7,0,0,0,0,0,0,0,6,5,7,0,8,9,0,8,0,0,0,11,3,5,3,0,0,0,14,0,9,10,4,0,0,10,0,0,12,0,0,0,0,10,0,9,9,4,1,10,5,9,6,0,0,8,0,0,0,0,0,0,0,0,4,8,0,7,8,0,0,0,0,4,11,8,0,7,0,0,9,0,7,7,0,0,11,0,6,0,0,0,7,8,0,0,0,5,0,0,10,0,0,6,0,7,9,9,0,0,0,5,9,0,0,9,7,0,0,0,3,12,0,11,0,0,0,0,8,14,0,9,0,0
S155,0,0,0,10,4,5,4,10,2,0,0,0,5,0,11,0,6,0,10,0,13,0,8,1,0,0,4,6,0,0,0,9,0,4,0,0,2,9,8,0,0,15,0,0,0,0,0,0,0,12,0,0,5,0,0,9,3,0,3,4,0,6,0,0,0,0,6,9,5,1,0,0,0,0,0,0,0,8,0,0,7,0,0,2,0,0,8,12,0,10,0,0,0,0,0,0,0,0,0,0,5,8,5,7,0,0,8,10,4,4,0,0,0,0,11,15,0,8,0,6,0,0,9,0,0,8,10,0,0,0,0,16,11,0,0,11,0
S156,0,3,11,0,6,6,0,8,0,0,0,0,6,11,5,7,0,13,0,0,0,0,0,0,9,0,0,8,0,4,5,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,4,0,0,12,0,0,8,0,6,0,0,0,0,0,3,0,0,0,0,0,0,8,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,14,0,12,3,12,0,6,0,3,0,0,0,0,0,0,4,9,10,0,0,8,0,10,0,0,0,6,7,11,9,0,0,0
S157,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,10,2,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,6,0,12,0,7,5,0,0,0,0,0,5,0,0,0,4,4,0,0,0,0,0,0,2,0,0,3,0,7,0,0,5,0
S158,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,5,5,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,5,0,2,6,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,6,7,9,0
S159,0,13,0,0,3,5,0,8,6,5,0,0,0,7,0,10,0,13,9,0,5,0,3,3,5,2,6,0,2,0,6,5,0,5,0,0,2,0,14,0,0,0,0,0,0,4,0,0,5,0,7,0,3,0,9,0,8,5,0,0,6,0,0,0,0,0,0,6,0,0,6,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,9,0,7,3,0,6,10,6,0,0,0,2,0,0,0,10,0,10,0,9,5,7,0,7,15,0,8,0,6,0,10,12,6,0,0,10,0,7,0,0,0,15,0,0,12,0,11,0
S160,0,7,11,11,0,0,0,0,5,0,6,0,8,8,8,8,11,3,0,0,0,4,4,0,7,7,7,0,13,0,0,7,0,9,0,12,5,6,6,0,0,6,0,0,9,0,8,0,0,11,7,0,0,0,8,11,0,8,11,9,0,0,7,3,4,9,0,0,0,0,13,13,8,12,8,7,0,0,6,5,0,0,0,0,6,5,11,12,0,0,8,0,0,0,0,0,8,0,0,9,14,13,8,0,12,0,6,5,6,0,10,0,9,9,5,7,11,12,8,0,0,7,10,0,9,0,0,0,0,0,0,0,5,11,4,0,12
S161,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,8,0,0,2,0,0,0,0,0,0,0,0,0,9,0,4,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,5,0,0,0,5,0
S162,0,5,8,0,0,8,0,0,0,0,7,0,0,18,7,0,0,0,8,0,8,4,0,8,0,5,9,12,0,0,8,5,9,11,9,11,0,0,0,0,0,0,0,5,0,0,0,0,8,0,7,0,0,0,0,0,7,8,8,10,0,7,6,0,0,0,0,0,16,0,6,0,11,7,0,9,8,0,4,0,9,0,6,5,0,1,10,0,6,10,0,0,2,5,0,0,0,10,0,7,0,6,6,8,0,6,0,15,10,9,0,0,10,0,10,8,0,0,0,13,0,6,0,0,12,6,0,6,0,0,8,7,0,5,11,10,0
S163,0,0,15,5,2,10,0,6,0,8,0,0,0,9,0,0,7,5,0,0,0,0,0,0,0,0,0,4,0,4,0,7,8,11,0,0,0,12,4,0,0,11,6,0,1,0,4,0,8,10,0,0,6,0,13,0,4,5,0,6,0,0,0,0,0,0,0,0,3,0,1,10,7,0,0,0,0,5,5,1,9,5,0,6,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,6,0,8,0,2,0,0,9,0,0,0,2,4,6,4,6,10,0,9,7,7,0,0,0,0,5,0,0,0,11,0,12,0,0,0,0
S164,0,0,0,0,6,7,0,0,0,0,3,0,0,6,0,0,0,8,0,0,0,0,6,0,0,0,4,0,0,5,0,0,0,7,0,5,0,0,0,0,0,6,0,0,0,2,4,0,6,0,0,0,0,0,6,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,5,3,0,0,0,0,7,0,0,7,0,0,0,0,4,9,0,0,0,4,3,7,0,7,0,0,11,0,16,0,3,0,0,0,7,2,9,0,0,7,12,0,0,0,0,0,5,0,0,0,3,0,9,0,0,7,0
S165,0,0,9,5,0,5,0,0,0,0,0,0,0,4,0,0,10,12,11,3,2,0,2,0,0,0,7,9,2,0,2,6,0,12,0,8,0,6,8,0,0,0,3,0,2,0,8,3,0,8,0,0,0,0,7,0,0,3,0,0,0,2,0,0,0,0,0,0,8,0,0,10,0,0,0,2,0,4,0,0,0,6,0,8,0,0,0,7,3,9,0,0,0,0,5,0,9,0,0,4,8,0,0,15,9,0,14,0,0,0,14,0,0,7,4,8,0,4,7,0,0,0,0,0,5,0,9,1,0,0,9,9,6,0,0,6,0
S166,0,7,10,0,8,11,0,10,9,0,1,0,0,10,4,8,0,6,9,0,0,3,13,7,8,4,8,0,0,0,13,11,7,7,6,8,11,0,0,0,0,9,0,2,0,0,0,0,0,5,8,0,5,0,9,6,3,0,7,4,7,0,3,0,0,6,0,12,8,0,10,13,8,2,0,0,0,0,1,3,10,9,1,0,0,0,7,5,0,7,0,8,0,0,8,0,7,0,0,9,0,0,1,0,10,0,7,10,10,11,10,0,0,0,6,12,7,10,11,12,8,10,6,0,0,3,0,0,0,0,10,8,6,0,0,0,0
S167,0,0,0,8,0,0,3,6,4,0,0,0,0,6,0,7,0,11,6,0,1,3,0,3,0,0,11,6,0,10,0,0,8,10,0,0,0,8,7,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,10,4,0,0,3,0,0,15,0,8,0,9,0,0,0,0,15,0,0,11,3,0,0,11,10,5,7,3,7,8,0,0,0,10,0,4,0,3,0,7,9,0,0,0,10,0,0,0,0,0,9,0,0,9,0,6,8
S168,0,12,9,11,10,12,0,9,10,0,0,9,0,6,0,0,8,0,13,0,0,0,0,0,9,0,7,7,5,6,6,0,0,7,7,7,3,5,11,0,4,0,0,0,0,0,9,0,7,0,10,0,16,0,13,7,4,3,11,0,0,9,4,0,0,6,11,0,8,3,8,0,14,5,7,0,0,0,0,0,0,0,4,8,0,0,0,11,5,0,0,10,0,0,5,9,0,7,9,9,8,4,2,0,0,9,8,9,7,0,0,1,0,14,5,11,15,9,0,0,0,10,7,0,7,8,7,0,0,0,7,0,10,0,0,0,0
S169,0,8,0,0,0,0,0,0,0,0,3,0,0,2,2,5,4,10,9,0,0,0,2,0,6,0,0,0,5,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,1,7,0,0,6,0,0,6,0,0,0,7,0,0,4,4,0,3,0,0,0,1,7,7,0,0,0,9,0,0,3,2,7,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,13,9,0,0,0,1,0,0,10,6,0,0,0,5,0,0,0,0,5,0,7,10,10,0,4,6,11,0,0,0,0,0,0,0,0,0,0,7,0,0,6,5
S170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,4,0,8,0,4,0,0,0,0
S171,0,0,5,5,0,8,0,0,0,8,0,0,0,8,0,8,0,11,8,0,0,0,0,0,0,0,0,5,5,0,0,4,0,0,4,7,0,0,0,0,0,7,0,0,0,0,6,0,0,0,10,0,6,0,10,0,0,8,5,4,5,0,0,0,0,0,0,7,7,0,5,9,0,3,1,0,0,5,0,0,0,0,0,0,0,9,0,5,0,8,0,0,0,0,2,9,0,0,0,0,6,0,0,0,8,7,9,0,4,0,6,0,0,0,4,0,0,0,0,9,7,10,1,0,8,8,0,3,0,0,0,0,7,1,9,10,0
S172,0,7,0,5,3,0,2,0,2,0,0,0,7,0,5,15,10,0,6,0,4,0,0,0,0,0,0,6,5,2,0,0,5,4,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,0,7,0,0,2,0,0,0,0,0,0,2,7,7,0,5,12,5,0,0,0,0,7,0,2,0,0,0,0,0,0,7,9,0,10,0,5,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,4,11,8,0,0,0,10,9,0,5,0,0,0,0,0,0,0,2,7,0,0,5,1,9,6
S173,0,0,0,0,10,8,0,8,0,6,0,4,0,3,12,0,11,0,7,0,0,0,9,0,0,0,8,7,5,5,8,0,0,0,9,0,5,0,0,0,0,0,6,0,0,0,8,0,5,8,0,1,9,0,15,6,6,6,3,0,0,0,0,0,0,0,0,0,10,0,0,14,0,0,0,0,0,0,0,0,0,6,0,12,0,4,0,0,0,9,0,0,0,0,7,9,0,2,0,7,0,3,0,9,5,0,5,6,0,0,0,0,0,6,7,6,12,9,7,12,7,12,0,0,11,3,9,0,2,4,0,6,7,9,6,0,0
S174,0,0,0,7,8,0,0,7,7,7,1,0,0,12,5,12,5,12,13,3,0,0,0,0,10,0,0,7,5,0,0,0,12,4,0,0,0,0,17,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,9,7,4,0,0,0,3,4,0,0,0,0,0,0,8,0,0,0,0,0,5,0,7,0,0,0,6,11,0,0,0,0,5,10,0,0,0,5,0,0,7,8,7,0,7,0,6,8,0,3,5,0,0,0,11,6,7,0,13,0,8,0,0,0,5,12,5,0,0,0,0,0,4,0,0,0,11,10,7,0,0,0,5
